"","total_products","total_transactions","total_revenue","total_usage","total_accounts","churned","Business_Code","Location_Type","Year_Started","Public_Private_Indicator","Owns_Rents_Code","Square_Footage","Subsidiary_Indicator","Manufacturing_Indicator","Legal_Status_Code","Currency_Code","Status_Code","Population_Code","Hierarchy_Code","Revenue__US_Dollars_","Number_of_Family_Members","Employees_Here","Employee_Count_Total","Domestic_Ultimate_Employee_Count","Domestic_Ultimate_Revenue","Global_Ultimate_Indicator","Major_Industry_Category_Name","YearCreated","PropMissing","TP"
"14274",1,14,1043.12,881,1,"No","APAC","Single.Location",1997,"N","X0",0,"X3","X0","X3","missing","X0","X0","X2",NA,3463,NA,0,0,51077635436,"N","Finance..Insurance..Real.Estate",2013,0.4,14
"14276",1,17,4753.58,0,1,"No","EMEA","Branch",2008,"N","X0",0,"X0","X0","X0","missing","X2","X0","X1",NA,7,20,0,0,9604913,"N","Transportation...Public.Utilities",2013,0.4,17
"14278",3,18,370.26,9793,1,"No","EMEA","Branch",2011,"N","X0",0,"X0","X0","X0","missing","X2","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2013,0.466666666666667,6
"14279",2,23,1574.22,58690,1,"No","EMEA","Branch",1999,"N","X0",0,"X0","X0","X120","missing","X2","X0","X0",NA,0,NA,0,0,0,"N","Finance..Insurance..Real.Estate",2013,0.433333333333333,11.5
"14280",1,67,1532.83,22715,1,"No","EMEA","Single.Location",2013,"N","X0",0,"X3","X0","X120","X160","X0","X0","X3",NA,3,1,1,1,0,"N","Public.Administration",2013,0.333333333333333,67
"14281",2,77,20405.04,100895,1,"No","USA","Single.Location",2008,"N","X2",10000,"X0","X1","X3","X20","X0","X9","X0",12869478,0,50,50,50,12869478,"N","Services",2013,0.1,38.5
"14282",1,7,77.15,294,1,"No","CANADA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.16666666666667,7
"14283",5,207,78881.6,2224179,1,"No","APAC","HQ",2012,"N","X0",0,"X3","X0","X3","X50","X1","X0","X2",234873946,18,NA,1168,0,1215136124,"N","Services",2013,0.3,41.4
"14284",2,10,361.02,3106,1,"No","EMEA","HQ",1986,"N","X0",0,"X3","X0","X3","X160","X1","X0","X5",4996079,38,NA,27,0,1955389,"N","Services",2013,0.366666666666667,5
"14289",2,72,9082.24,107564,1,"No","EMEA","Single.Location",2009,"N","X0",0,"X0","X0","X3","X160","X0","X0","X0",211982380,0,220,220,220,211982380,"N","Services",2013,0.266666666666667,36
"14290",1,4,5.68,279,1,"No","EMEA","HQ",1999,"N","X0",0,"X0","X0","X0","X160","X1","X0","X1",245536130,116,NA,4000,0,245536130,"Y","Public.Administration",2013,0.333333333333333,4
"14291",2,169,49870.03,162818,1,"No","APAC","Single.Location",2005,"N","X0",0,"X3","X0","X3","X3000","X0","X0","X5",7986696,2404,105,105,0,7936177,"N","Services",2013,0.333333333333333,84.5
"14292",1,13,244.4,4399,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.2,13
"14293",1,19,730.89,7968,1,"No","CANADA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.16666666666667,19
"14295",2,56,3964.01,67722,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,28
"14296",3,78,20988.42,528341,1,"No","EMEA","HQ",2014,"N","X0",0,"X3","X0","X3","X5080","X1","X0","X6",120094462,2010,NA,385,1550,0,"N","Services",2013,0.366666666666667,26
"14297",1,22,125.91,5763,1,"No","APAC","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.2,22
"14299",4,144,17234.81,434141,88,"No","APAC","HQ",NA,"N","X0",0,"X0","X0","X3","missing","X1","X0","X1",NA,3,NA,25,0,0,"Y","Services",2013,0.4,36
"14301",2,19,403.26,3782,1,"No","EMEA","HQ",1957,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",64166770,7,NA,35,0,64166770,"Y","Wholesale.Trade",2013,0.366666666666667,9.5
"14303",1,97,14271.59,49438,1,"No","USA","Single.Location",1990,"N","X2",1000,"X0","X1","X3","X20","X0","X7","X0",8095934,0,35,35,35,8095934,"N","Services",2013,0.1,97
"14304",1,1,0,2,1,"No","EMEA","Single.Location",2012,"N","X0",0,"X0","X0","X3","X160","X0","X0","X0",NA,0,3,3,3,0,"N","Services",2013,0.333333333333333,1
"14305",1,38,1784.56,7081,1,"No","EMEA","Single.Location",2017,"N","X0",0,"X0","X0","X3","X5080","X0","X0","X0",59386,0,1,1,1,59386,"N","Services",2013,0.333333333333333,38
"14306",1,29,237.81,17206,1,"No","EMEA","HQ",2001,"N","X0",0,"X3","X0","X3","X5080","X1","X0","X3",119965740,335,NA,290,0,384318572,"N","Wholesale.Trade",2013,0.333333333333333,29
"14307",2,4,58.69,1218,1,"No","EMEA","Single.Location",1993,"N","X0",0,"X3","X0","X3","X620","X0","X0","X3",65101232,843,282,282,282,65101232,"N","Wholesale.Trade",2013,0.3,2
"14309",1,8,21.1,2816,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,8
"14310",1,8,18.81,2651,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,8
"14311",1,47,621.64,13574,1,"No","USA","Single.Location",2004,"N","X0",7549,"X0","X1","X3","X20","X0","X9","X0",5e+06,0,50,50,50,5e+06,"N","Services",2013,0.1,47
"14313",2,32,16300.13,1912,1,"No","EMEA","HQ",2006,"N","X0",0,"X3","X0","X3","X6060","X1","X0","X5",3053755800,120,NA,2,0,0,"N","Finance..Insurance..Real.Estate",2013,0.333333333333333,16
"14315",1,34,982.67,7840,1,"No","EMEA","Single.Location",2013,"N","X0",0,"X0","X0","X3","X5080","X0","X0","X0",697240,0,3,3,3,697240,"N","Services",2013,0.333333333333333,34
"14316",3,166,23219.69,588161,1,"No","EMEA","Branch",NA,"N","X0",3872,"X0","X1","X0","missing","X2","X5","X1",NA,176,4,0,148,2291963000,"N","Services",2013,0.366666666666667,55.3333333333333
"14317",2,81,51110.42,99099,1,"No","USA","HQ",2009,"N","X2",8000,"X3","X0","X12","X20","X1","X8","X2",41405664,188,20,99,20,41405664,"N","Manufacturing",2013,0.1,40.5
"14320",1,25,5560.42,156283,1,"No","USA","Single.Location",1972,"N","X2",6679,"X0","X1","X3","X20","X0","X9","X0",18359520,0,120,120,120,18359520,"N","Services",2013,0.1,25
"14321",1,14,11,1627,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,14
"14322",1,31,5400.81,55,1,"No","USA","HQ",2011,"N","X2",8212,"X0","X1","X3","X20","X1","X7","X1",35272246,5,90,400,90,35272246,"Y","Services",2013,0.1,31
"14323",1,27,202,5179,1,"No","USA","Single.Location",1936,"N","X1",6940,"X0","X1","X3","X20","X0","X7","X0",442229,0,8,8,8,442229,"N","Services",2013,0.1,27
"14326",1,49,544.03,17774,1,"No","USA","HQ",1957,"N","X1",45000,"X3","X1","X3","X20","X1","X7","X2",4138077,7,75,110,75,4138077,"N","Services",2013,0.1,49
"14327",1,10,34.99,690,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,10
"14328",1,2,110.34,443,1,"No","EMEA","HQ",2005,"N","X0",0,"X3","X0","X3","X160","X1","X0","X4",70779254,261,NA,150,0,4271819840,"N","Services",2013,0.333333333333333,2
"14329",1,34,642.66,11724,1,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.16666666666667,34
"14332",1,3,79.02,801,1,"No","APAC","HQ",1978,"N","X0",0,"X0","X0","X3","X20","X1","X0","X1",1.36e+09,2,NA,60,0,1.36e+09,"Y","Wholesale.Trade",2013,0.366666666666667,3
"14333",1,73,15671.88,59433,1,"No","APAC","HQ",2013,"N","X0",0,"X3","X0","X3","X50","X1","X0","X4",3761643521,49,NA,532,0,3761643521,"N","Transportation...Public.Utilities",2013,0.333333333333333,73
"14334",1,20,1369.42,7855,1,"No","EMEA","Single.Location",1989,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X2",2648122,143,1,1,0,36510565,"N","Finance..Insurance..Real.Estate",2013,0.3,20
"14335",1,19,109.11,118,1,"No","USA","Single.Location",1988,"N","X0",0,"X0","X1","X3","X20","X0","X9","X0",180000,0,1,1,1,180000,"N","Services",2013,0.2,19
"14336",1,62,565.18,56671,1,"No","APAC","Single.Location",NA,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,9,9,9,0,"N","Transportation...Public.Utilities",2013,0.433333333333333,62
"14337",1,26,137.53,3557,1,"No","USA","Single.Location",2006,"N","X2",2997,"X0","X0","X12","X20","X0","X9","X0",1765187,0,13,13,13,1765187,"N","Services",2013,0.1,26
"14338",1,4,7.96,0,1,"Yes","USA","Single.Location",2015,"N","X0",3762,"X0","X1","X0","X20","X0","X8","X0",85995,0,2,2,2,85995,"N","Transportation...Public.Utilities",2013,0.233333333333333,4
"14339",3,76,6941.37,76144,1,"No","APAC","Single.Location",1997,"N","X0",0,"X3","X0","X3","X3000","X0","X0","X4",2974128,5826,NA,0,0,100403100,"N","Services",2013,0.366666666666667,25.3333333333333
"14340",2,26,345.73,8307,1,"No","APAC","Single.Location",1994,"N","X0",0,"X0","X0","X3","X50","X0","X0","X0",6873067,0,31,31,31,6873067,"N","Services",2013,0.3,13
"14341",1,28,849.97,10157,44,"No","APAC","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.2,28
"14342",2,73,10448.76,128240,1,"No","USA","Single.Location",2001,"N","X2",4500,"X0","X1","X3","X20","X0","X9","X0",4795053,0,28,28,28,4795053,"N","Construction",2013,0.166666666666667,36.5
"14343",1,6,31.07,1011,1,"No","APAC","Single.Location",2011,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2013,0.466666666666667,6
"14344",1,5,116.02,1308,1,"No","APAC","Branch",2010,"N","X0",0,"X0","X0","X0","missing","X2","X0","X1",NA,130,NA,0,0,855822900,"N","Manufacturing",2013,0.366666666666667,5
"14345",2,63,10058.21,104505,44,"No","APAC","Single.Location",2011,"N","X0",0,"X0","X0","X3","X280","X0","X0","X0",201671,0,2,2,2,201671,"N","Manufacturing",2013,0.333333333333333,31.5
"14350",1,21,443.39,13228,1,"No","USA","HQ",1973,"N","X0",8000,"X0","X1","X3","X20","X1","X7","X1",10088634,3,20,27,20,10088634,"Y","Transportation...Public.Utilities",2013,0.2,21
"14351",1,40,540.9,7830,1,"No","USA","Single.Location",1991,"N","X0",6038,"X0","X1","X12","X20","X0","X9","X0",2673411,0,27,27,27,2673411,"N","Services",2013,0.133333333333333,40
"14352",1,50,1475.51,18049,1,"No","APAC","Single.Location",2005,"N","X0",0,"X3","X0","X3","missing","X0","X0","X2",NA,42,31,31,0,0,"N","Finance..Insurance..Real.Estate",2013,0.366666666666667,50
"14353",1,1,427.91,0,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.2,1
"14354",1,12,217.51,11487,1,"No","APAC","Single.Location",2005,"N","X0",0,"X3","X0","X3","X50","X0","X0","X3",1965107402,18,10,10,0,1965107402,"N","Transportation...Public.Utilities",2013,0.3,12
"14356",1,6,1.22,100,44,"No","EMEA","HQ",2013,"N","X0",0,"X3","X0","X3","X5080","X1","X0","X4",1157031304,522,1050,1200,1050,1157031304,"N","Manufacturing",2013,0.333333333333333,6
"14357",3,117,107492.01,17823,44,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.16666666666667,39
"14358",2,3,0.66,15,1,"No","EMEA","Single.Location",1990,"N","X0",0,"X3","X0","X3","X790","X0","X0","X2",2881437,5,14,14,14,2881437,"N","Finance..Insurance..Real.Estate",2013,0.3,1.5
"14359",1,117,25665.9,701455,1,"No","USA","HQ",2014,"N","X2",4651,"X3","X1","X3","X20","X1","X9","X2",9864985,18,36,63,25,64230612,"N","Services",2013,0.1,117
"14360",4,82,0,96427,1,"No","USA","Single.Location",NA,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",420000,0,3,3,3,420000,"N","Wholesale.Trade",2013,0.3,20.5
"14361",1,1,0.35,49,1,"No","APAC","Single.Location",2010,"N","X0",0,"X0","X0","X3","X230","X0","X0","X0",4141183,0,374,374,374,4141183,"N","Manufacturing",2013,0.3,1
"14363",1,4,53.22,382,1,"No","APAC","Single.Location",NA,"N","X0",0,"X0","X0","X101","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2013,0.466666666666667,4
"14364",1,4,7.31,100,1,"No","APAC","Single.Location",2000,"N","X0",0,"X0","X0","X3","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Services",2013,0.433333333333333,4
"14365",2,78,7633.64,158264,37,"No","EMEA","HQ",1997,"N","X0",0,"X3","X0","X0","X20","X1","X0","X2",2508257000,39,NA,1500,0,2508257000,"N","Manufacturing",2013,0.333333333333333,39
"14366",1,10,300.03,2367,1,"No","EMEA","Single.Location",2013,"N","X0",0,"X0","X0","X3","X5080","X0","X0","X0",430796,0,1,1,1,430796,"N","Services",2013,0.333333333333333,10
"14368",2,6,1654.92,4681,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,3
"14369",1,1,0,6,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,1
"14370",1,60,23208.08,335240,41,"Yes","EMEA","Single.Location",2014,"N","X2",2463,"X0","X1","X3","X20","X0","X9","X0",259676,0,8,8,8,259676,"N","Services",2013,0.166666666666667,60
"14371",3,175,108633.97,3430433,1,"No","USA","Single.Location",2009,"N","X0",0,"X0","X1","X0","X20","X0","X6","X0",490000,0,8,8,8,490000,"N","Transportation...Public.Utilities",2013,0.266666666666667,58.3333333333333
"14372",7,829,2319864.95,80431168,44,"No","USA","Branch",NA,"N","X0",11303,"X0","X1","X0","missing","X2","X9","X2",NA,815,20,0,290,9523615066,"N","Wholesale.Trade",2013,0.3,118.428571428571
"14373",2,48,3517.44,20201,47,"No","APAC","Single.Location",2005,"N","X0",0,"X3","X0","X3","X3000","X0","X0","X4",598695,3024,NA,0,0,0,"N","Services",2013,0.366666666666667,24
"14374",4,19,180423.39,5602,1,"No","EMEA","HQ",1944,"N","X0",0,"X0","X0","X3","X250","X1","X0","X1",23861549395,304,NA,44945,0,23861549395,"Y","Manufacturing",2013,0.366666666666667,4.75
"14376",3,9,9722.53,8650,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.33333333333333,3
"14378",1,38,905.56,22639,1,"No","USA","Single.Location",1977,"N","X0",5441,"X0","X1","X3","X20","X0","X6","X0",372476,0,5,5,5,372476,"N","Services",2013,0.2,38
"14379",5,324,1499929.62,24691545,44,"Yes","USA","Branch",NA,"N","X0",18254,"X0","X1","X0","missing","X2","X9","X3",NA,192,300,0,240,4.0607e+10,"N","Finance..Insurance..Real.Estate",2013,0.2,64.8
"14380",2,24,647.19,9430,1,"Yes","APAC","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X2",NA,2041,NA,0,0,17852282301,"N","Wholesale.Trade",2013,0.5,12
"14381",1,7,43.23,503,1,"No","APAC","Single.Location",1999,"N","X0",0,"X0","X0","X3","X50","X0","X0","X0",18192998,0,71,71,71,18192998,"N","Services",2013,0.333333333333333,7
"14382",2,8,104821.01,0,1,"No","EMEA","HQ",1985,"N","X0",0,"X0","X0","X3","X160","X1","X0","X1",216186893,58,NA,1276,0,216186893,"Y","Public.Administration",2013,0.333333333333333,4
"14383",3,100,4549.21,141116,1,"No","EMEA","Single.Location",2012,"N","X0",0,"X0","X0","X3","X9100","X0","X0","X0",397179,0,1,1,1,397179,"N","Transportation...Public.Utilities",2013,0.3,33.3333333333333
"14384",1,33,190.03,4290,1,"No","USA","Single.Location",1996,"N","X0",5798,"X0","X1","X3","X20","X0","X9","X0",4050000,0,25,25,25,4050000,"N","Services",2013,0.1,33
"14385",1,34,295.35,41811,1,"No","APAC","HQ",2005,"N","X0",0,"X0","X0","X3","X230","X1","X0","X1",NA,3,NA,142,0,0,"Y","Services",2013,0.366666666666667,34
"14386",2,83,6547.91,142721,1,"No","APAC","HQ",1985,"N","X0",0,"X3","X0","X3","X50","X1","X0","X3",93356107,7,NA,397,0,93356107,"N","Manufacturing",2013,0.333333333333333,41.5
"14387",2,75,7222.23,97458,1,"No","APAC","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2013,1.16666666666667,37.5
"14390",2,64,3262.85,111981,1,"No","EMEA","Single.Location",2001,"N","X0",0,"X3","X0","X3","X190","X0","X0","X2",96637800,664,90,90,90,96637800,"N","Finance..Insurance..Real.Estate",2013,0.333333333333333,32
"14391",3,76,8063.86,26633,44,"No","APAC","Single.Location",2006,"N","X0",0,"X0","X0","X12","X280","X0","X0","X0",253861,0,2,2,2,253861,"N","Services",2013,0.333333333333333,25.3333333333333
"14392",1,1,9.09,179,1,"No","USA","Single.Location",1995,"N","X2",0,"X0","X1","X3","X20","X0","X9","X0",98000,0,1,1,1,98000,"N","Finance..Insurance..Real.Estate",2013,0.2,1
"14393",1,28,416.05,8321,1,"Yes","USA","Single.Location",1967,"N","X2",5500,"X0","X1","X3","X20","X0","X9","X0",8338217,0,32,32,32,8338217,"N","Finance..Insurance..Real.Estate",2013,0.1,28
"14395",1,43,1558.13,10161,1,"No","USA","Single.Location",2017,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",92356,0,6,6,6,92356,"N","Public.Administration",2013,0.266666666666667,43
"14396",1,15,49.3,6,1,"No","USA","Single.Location",2013,"N","X0",2150,"X0","X1","X0","X20","X0","X7","X0",43000,0,1,1,1,43000,"N","Services",2013,0.133333333333333,15
"14397",3,43,2091.42,109753,1,"No","APAC","Single.Location",1986,"N","X0",0,"X0","X0","X3","X50","X0","X0","X0",3134711,0,11,11,11,3134711,"N","Services",2013,0.3,14.3333333333333
"14401",1,49,2589.06,11316,1,"No","APAC","Single.Location",2010,"N","X0",0,"X3","X0","X3","missing","X0","X0","X2",NA,4,NA,0,0,0,"N","Public.Administration",2013,0.466666666666667,49
"14402",3,150,24310.98,232723,1,"No","EMEA","HQ",2003,"N","X0",0,"X3","X0","X3","X160","X1","X0","X2",11232855,6,NA,30,0,15938283,"N","Services",2013,0.366666666666667,50
"14403",2,47,9815.17,10437,1,"No","EMEA","HQ",2015,"N","X0",0,"X0","X0","X0","missing","X1","X0","X1",NA,6,NA,0,0,0,"Y","Services",2013,0.4,23.5
"14406",2,63,1243.02,19160,1,"No","EMEA","HQ",2000,"N","X0",0,"X3","X0","X3","X160","X1","X0","X2",16098035,13,NA,235,0,31231919,"N","Services",2013,0.366666666666667,31.5
"14407",2,61,15785.26,278490,44,"No","USA","Single.Location",2016,"N","X0",3471,"X0","X1","X0","X20","X0","X9","X0",87508,0,2,2,2,87508,"N","Finance..Insurance..Real.Estate",2013,0.2,30.5
"14409",1,2,196.3,2061,1,"No","EMEA","Single.Location",1982,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X5",15656571,403,7,7,0,4218587,"N","Manufacturing",2013,0.333333333333333,2
"14410",3,249,67174.88,2645480,52,"No","USA","HQ",2008,"N","X0",23344,"X3","X1","X3","X20","X1","X9","X3",2275337584,987,146,3606,300,1.3211e+10,"N","Finance..Insurance..Real.Estate",2013,0.1,83
"14411",2,56,597.72,42597,1,"No","EMEA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X5",NA,5826,NA,0,0,0,"N","Services",2013,0.5,28
"14412",1,41,14001.88,240798,1,"No","USA","Single.Location",2003,"N","X2",10000,"X3","X1","X3","X20","X0","X9","X3",25425588,8,125,125,600,1580228400,"N","Finance..Insurance..Real.Estate",2013,0.1,41
"14415",2,2,1.61,5,1,"No","EMEA","Single.Location",1998,"N","X0",0,"X0","X0","X3","X160","X0","X0","X0",NA,0,20,20,20,0,"N","Services",2013,0.333333333333333,1
"14416",3,34,2159.89,2479,1,"No","EMEA","Single.Location",1997,"N","X0",0,"X3","X0","X3","X160","X0","X0","X3",4289890,3,45,45,0,0,"N","Construction",2013,0.3,11.3333333333333
"14417",2,74,2725.5,57103,1,"No","APAC","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X2",NA,8,4,0,0,142768367,"N","Manufacturing",2013,0.433333333333333,37
"14418",1,9,16.76,768,1,"No","APAC","Single.Location",2015,"N","X0",0,"X0","X0","X120","missing","X0","X0","X0",NA,0,35,35,35,0,"N","Services",2013,0.433333333333333,9
"14419",1,45,1924.04,9995,1,"No","EMEA","HQ",2013,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",7654057,2,NA,48,0,7654057,"Y","Services",2013,0.366666666666667,45
"14421",2,17,125.25,15,1,"No","EMEA","Single.Location",2004,"N","X0",0,"X3","X0","X3","X120","X0","X0","X2",1282441,843,15,15,15,1282441,"N","Manufacturing",2013,0.333333333333333,8.5
"14422",1,29,3635.01,119630,1,"No","USA","Single.Location",1971,"N","X2",18500,"X0","X0","X3","X20","X0","X9","X0",14065140,0,62,62,62,14065140,"N","Manufacturing",2013,0.0666666666666667,29
"14424",3,87,39632.18,1389036,1,"No","EMEA","Branch",NA,"N","X0",3872,"X0","X1","X0","missing","X2","X5","X1",NA,176,4,0,148,2291963000,"N","Services",2013,0.366666666666667,29
"14426",3,183,385189.75,4865762,1,"No","EMEA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X3",NA,153,100,0,0,6088698,"N","Manufacturing",2013,0.433333333333333,61
"14428",2,59,12156.28,80457,1,"No","EMEA","HQ",2014,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",21388221,4,NA,200,0,21388221,"Y","Manufacturing",2013,0.333333333333333,29.5
"14431",1,1,1.01,9,1,"Yes","APAC","HQ",2010,"N","X0",0,"X3","X0","X12","X280","X1","X0","X2",135555000,66,NA,127,0,135555000,"N","Wholesale.Trade",2013,0.366666666666667,1
"14432",1,4,18.58,1631,1,"No","EMEA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X0",NA,0,NA,0,0,0,"N","Wholesale.Trade",2013,0.466666666666667,4
"14434",1,6,89.17,4084,1,"Yes","APAC","Single.Location",2007,"N","X0",0,"X3","X0","X120","X110","X0","X0","X3",30244184,184,220,220,220,30244184,"N","Wholesale.Trade",2013,0.333333333333333,6
